ZCTA5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON,,
62023,805187,72365,0.31,0.03,91,32,39.112293,-89.787059,,
62024,16159133,2905303,6.24,1.12,"9,775","4,581",38.875659,-90.073363,,
62025,282296361,4703682,109.00,1.82,"33,748","13,409",38.831391,-89.932326,,
62027,165397716,5111477,63.86,1.97,536,272,39.249601,-90.562735,,
62028,15284978,2359101,5.90,0.91,"1,276",499,38.958230,-90.354956,,
62030,283996,0,0.11,0.00,114,54,39.154621,-90.164238,,
62031,148835883,4855247,57.47,1.87,970,533,39.111496,-90.536930,,
62032,122770817,0,47.40,0.00,749,351,39.115639,-89.288514,,
62033,127831982,1573373,49.36,0.61,"4,894","2,271",39.136567,-89.839884,,
62034,36212358,462050,13.98,0.18,"13,819","5,867",38.754871,-89.972284,,
62035,119583858,8998053,46.17,3.47,"16,494","7,036",38.964906,-90.240063,,
62036,74103891,11401356,28.61,4.40,704,368,38.918311,-90.589735,,
62037,151460880,7985957,58.48,3.08,"1,993",947,39.010404,-90.465642,,
62040,115254887,20818860,44.50,8.04,"43,735","19,464",38.725838,-90.111791,,
62044,269806868,531709,104.17,0.21,"2,009",901,39.363052,-90.221550,,
62045,98230949,7679583,37.93,2.97,647,407,39.264194,-90.690137,,
62046,2055365,13351,0.79,0.01,713,294,38.889834,-89.846171,,
62047,93278388,4849694,36.01,1.87,"1,555",725,39.122744,-90.626199,,
62048,19758062,1355048,7.63,0.52,"1,459",697,38.801356,-90.091714,,
62049,219839904,3723143,84.88,1.44,"8,470","3,035",39.131717,-89.481382,,
62050,145095189,2124265,56.02,0.82,473,229,39.440017,-90.544720,,
62051,98614415,1064026,38.08,0.41,950,426,39.201650,-89.403275,,
62052,365178872,217690,141.00,0.08,"13,002","5,530",39.110571,-90.321217,,
62053,119042777,2104557,45.96,0.81,650,436,39.319254,-90.665420,,
62054,100832295,27595,38.93,0.01,872,381,39.204343,-90.339427,,
62056,279376291,3757273,107.87,1.45,"8,930","4,048",39.179457,-89.671970,,
62058,3092843,11322,1.19,0.00,843,409,38.971118,-89.769571,,
62059,685819,0,0.26,0.00,746,325,38.656489,-90.165046,,
62060,9138801,1102776,3.53,0.43,"4,847","2,418",38.681906,-90.142429,,
62061,62654720,504003,24.19,0.19,"1,718",715,38.789567,-89.779093,,
62062,16630310,234799,6.42,0.09,"7,658","3,216",38.725931,-89.961315,,
62063,125485546,68520,48.45,0.03,"1,214",493,39.198422,-90.149764,,
62065,27990881,3402382,10.81,1.31,97,89,39.226090,-90.632707,,
62067,47705757,425338,18.42,0.16,"2,401","1,013",38.929602,-89.982053,,
62069,82406607,711323,31.82,0.27,"3,313","1,603",39.089106,-89.739298,,
62070,4417107,85575,1.71,0.03,37,27,39.296898,-90.732493,,
62074,107401825,547616,41.47,0.21,"1,087",487,38.955000,-89.689742,,
62075,286389970,50733,110.58,0.02,"3,458","1,612",39.302262,-89.296245,,
62076,997472,0,0.39,0.00,135,65,39.343372,-89.219136,,
62077,1351944,2470,0.52,0.00,347,178,39.029185,-89.522448,,
62078,1154544,0,0.45,0.00,119,50,39.478630,-90.486079,,
62079,24562624,119937,9.48,0.05,256,111,39.110500,-90.143849,,
62080,314619963,501678,121.48,0.19,"2,508","1,113",39.137908,-89.104220,,
62081,63223773,45222,24.41,0.02,298,146,39.264927,-90.225000,,
62082,281457065,232539,108.67,0.09,"3,109","1,410",39.489989,-90.317508,,
62083,50634729,0,19.55,0.00,295,110,39.354451,-89.201432,,
62084,13683798,429481,5.28,0.17,"1,606",720,38.838368,-90.063668,,
62085,2057344,32053,0.79,0.01,209,94,39.081894,-89.804500,,
62086,137363035,57674,53.04,0.02,"1,437",660,38.980770,-89.579837,,
62087,7853118,237911,3.03,0.09,"2,087",875,38.817014,-90.065488,,
62088,112071435,1316619,43.27,0.51,"6,960","3,136",39.012430,-89.799816,,
62089,1973320,86121,0.76,0.03,489,231,39.129585,-89.495141,,
62090,4034907,594,1.56,0.00,"1,189",513,38.670356,-90.169630,,
62091,81541680,37130,31.48,0.01,337,155,39.056246,-89.610567,,
62092,161286260,242535,62.27,0.09,"2,979","1,371",39.418571,-90.431226,,
62093,1648018,66754,0.64,0.03,435,194,39.066361,-89.853922,,
62094,83046249,26763,32.06,0.01,"1,152",585,39.245549,-89.349870,,
62095,18047959,222940,6.97,0.09,"11,237","5,154",38.861343,-90.069002,,
62097,100180905,1395510,38.68,0.54,"2,828","1,172",38.936656,-89.852627,,
62098,8446744,0,3.26,0.00,91,39,39.386099,-90.304622,,
62201,39068660,3677875,15.08,1.42,"7,547","2,890",38.644405,-90.140016,,
62203,17235995,431592,6.65,0.17,"8,209","3,223",38.599955,-90.077337,,
62204,14499430,450440,5.60,0.17,"7,960","3,799",38.633745,-90.090166,,
62205,13078154,185234,5.05,0.07,"9,329","4,301",38.609757,-90.122803,,
62206,36285156,1261445,14.01,0.49,"16,509","6,649",38.572342,-90.166652,,
62207,17255095,241247,6.66,0.09,"8,750","3,857",38.582466,-90.123247,,
62208,34637989,237632,13.37,0.09,"17,376","8,044",38.595079,-90.005138,,
62214,165617067,217719,63.95,0.08,"1,229",545,38.376408,-89.603629,,
62215,27704271,352986,10.70,0.14,"1,872",661,38.508311,-89.608827,,
62216,55159103,17408,21.30,0.01,"2,526",912,38.618617,-89.601788,,
62217,71332631,6483906,27.54,2.50,807,391,38.175668,-89.853507,,
62218,119770573,575971,46.24,0.22,"1,481",570,38.522191,-89.473788,,
62219,1569625,0,0.61,0.00,"1,009",426,38.605786,-89.431899,,
62220,75802394,1125293,29.27,0.43,"20,504","9,341",38.478277,-89.998032,,
62221,88878409,764087,34.32,0.30,"27,858","12,063",38.512111,-89.905289,,
62223,65634450,442756,25.34,0.17,"17,560","8,075",38.535957,-90.059457,,
62225,18336732,79704,7.08,0.03,"5,381","1,654",38.542964,-89.852114,,
62226,36022066,739270,13.91,0.29,"29,744","13,722",38.535124,-89.999588,,
62230,129182493,96441,49.88,0.04,"6,194","2,535",38.635081,-89.531014,,
62231,492077674,2352680,189.99,0.91,"7,589","3,694",38.612258,-89.319338,,
62232,34133518,304774,13.18,0.12,"7,260","3,025",38.631500,-89.999928,,
62233,169006983,777115,65.25,0.30,"10,037","2,832",37.942252,-89.788551,,
62234,94881819,2584053,36.63,1.00,"33,430","15,004",38.683215,-89.982058,,
62236,141485650,7586698,54.63,2.93,"12,562","5,029",38.436908,-90.216606,,
62237,249647767,1328324,96.39,0.51,"2,659","1,230",38.186720,-89.568470,,
62238,110374827,1697462,42.62,0.66,696,328,38.038556,-89.532296,,
62239,20471529,113219,7.90,0.04,"4,954","2,238",38.535176,-90.161471,,
62240,41922434,2679943,16.19,1.03,"1,966",842,38.501857,-90.176557,,
62241,94923602,4236743,36.65,1.64,"1,061",479,38.011291,-89.893674,,
62242,142738168,3032253,55.11,1.17,"1,526",725,38.098153,-89.946871,,
62243,136292414,5183095,52.62,2.00,"5,910","2,408",38.420129,-89.889488,,
62244,129288100,3038340,49.92,1.17,"1,156",496,38.195693,-90.198775,,
62245,55498415,733186,21.43,0.28,"1,794",726,38.545339,-89.562816,,
62246,369861147,3361007,142.80,1.30,"10,355","3,770",38.890364,-89.427497,,
62248,453925,0,0.18,0.00,320,133,38.303038,-89.996399,,
62249,220685777,4377064,85.21,1.69,"15,971","6,511",38.754556,-89.667278,,
62250,984987,0,0.38,0.00,504,204,38.540795,-89.266110,,
62253,87254220,7310129,33.69,2.82,696,386,38.777731,-89.300082,,
62254,98068053,1241061,37.86,0.48,"6,089","2,527",38.609042,-89.823248,,
62255,65442104,1359458,25.27,0.52,"1,001",437,38.313204,-89.783121,,
62257,190693440,2732230,73.63,1.05,"3,214","1,493",38.284874,-89.728709,,
62258,190334213,2331669,73.49,0.90,"9,199","3,745",38.460897,-89.782081,,
62260,122949539,3206583,47.47,1.24,"7,290","3,037",38.460653,-90.100701,,
62261,74558180,7599822,28.79,2.93,152,165,37.997579,-90.000394,,
62262,174221696,65876,67.27,0.03,"1,810",853,38.940678,-89.282715,,
62263,377242014,2052510,145.65,0.79,"5,387","2,354",38.326439,-89.410588,,
62264,169604635,10529924,65.48,4.07,"3,338","1,417",38.318803,-89.903533,,
62265,100465105,457182,38.79,0.18,"4,353","1,736",38.499764,-89.673407,,
62266,2937472,0,1.13,0.00,254,94,38.486685,-89.677069,,
62268,135202914,26519,52.20,0.01,738,320,38.275671,-89.530213,,
62269,69991816,760748,27.02,0.29,"31,348","12,753",38.600069,-89.915479,,
62271,150167958,420945,57.98,0.16,"2,077",954,38.450127,-89.519128,,
62272,98191669,1507637,37.91,0.58,"1,674",779,37.986664,-89.597916,,
62273,3481904,0,1.34,0.00,426,178,38.786795,-89.583856,,
62274,361517079,3643098,139.58,1.41,"8,410","2,894",38.100030,-89.413973,,
62275,263578338,474264,101.77,0.18,"3,621","1,484",38.809868,-89.551148,,
62277,165431554,6443198,63.87,2.49,"1,314",599,38.097110,-90.112311,,
62278,265162042,3353962,102.38,1.29,"6,690","2,891",38.207527,-89.992598,,
62279,344845,3499,0.13,0.00,69,33,38.150859,-90.135778,,
62280,136455327,3017802,52.69,1.17,444,200,37.846636,-89.647987,,
62281,87241880,949897,33.68,0.37,"2,155",844,38.706901,-89.779338,,
62282,2644262,544,1.02,0.00,471,208,38.363067,-89.718104,,
62284,72385432,203854,27.95,0.08,636,273,38.881265,-89.313988,,
62285,42378844,1082553,16.36,0.42,"4,484","1,722",38.389752,-90.010301,,
62286,280289125,4505045,108.22,1.74,"6,008","2,819",38.118590,-89.715824,,
62288,98316923,148461,37.96,0.06,"2,918","1,349",37.988592,-89.687262,,
62289,535336,0,0.21,0.00,350,151,38.596911,-89.751472,,
62292,3789966,30512,1.46,0.01,947,436,38.211313,-89.676629,,
62293,154016770,359585,59.47,0.14,"4,748","2,019",38.619267,-89.697198,,
62294,79652166,1437968,30.75,0.56,"14,367","5,548",38.702392,-89.868492,,
62295,176157155,17076483,68.01,6.59,"1,599",677,38.283878,-90.323662,,
62297,61825490,561174,23.87,0.22,452,212,38.052121,-89.806332,,
62298,373427051,3770864,144.18,1.46,"16,609","6,735",38.311831,-90.149848,,
62301,29259045,1398004,11.30,0.54,"33,758","15,576",39.931138,-91.385695,,
62305,358291765,20994415,138.34,8.11,"18,052","7,668",39.928205,-91.343825,,
62311,132148691,163845,51.02,0.06,860,417,40.209847,-90.930892,,
62312,238419841,152277,92.05,0.06,"2,162","1,023",39.707353,-91.024237,,
62313,109584209,179359,42.31,0.07,389,183,40.317726,-91.228289,,
62314,180960627,50183,69.87,0.02,611,325,39.767988,-90.891698,,
62316,106624094,36116,41.17,0.01,660,283,40.235474,-91.053025,,
62319,105079879,0,40.57,0.00,264,141,40.152482,-90.731284,,
62320,225488250,378997,87.06,0.15,"2,185",949,40.030378,-91.082819,,
62321,433902056,538216,167.53,0.21,"4,091","1,997",40.411428,-91.105551,,
62323,107863325,1397601,41.65,0.54,290,138,39.797568,-90.687395,,
62324,228873260,668299,88.37,0.26,"1,361",617,39.998277,-90.966328,,
62325,40714337,82935,15.72,0.03,403,176,40.045624,-91.162046,,
62326,196757468,462749,75.97,0.18,"2,478","1,179",40.416736,-90.809095,,
62330,209372966,6006392,80.84,2.32,"1,769",924,40.571438,-91.125784,,
62334,5796727,4523,2.24,0.00,172,81,40.388846,-91.233644,,
62336,153002,0,0.06,0.00,47,26,40.468066,-91.171385,,
62338,94959896,205594,36.66,0.08,"1,473",600,39.987974,-91.238047,,
62339,84591479,33647,32.66,0.01,874,383,40.128568,-91.038183,,
62340,235935326,2300976,91.10,0.89,"1,715",810,39.734770,-90.728245,,
62341,120321019,8765691,46.46,3.38,"3,610","1,587",40.426611,-91.295738,,
62343,196463842,13046125,75.86,5.04,712,377,39.697869,-91.245869,,
62344,92668768,0,35.78,0.00,138,77,40.168894,-90.831101,,
62345,56029383,14318,21.63,0.01,357,193,39.704319,-91.127325,,
62346,87714993,58397,33.87,0.02,178,106,40.150624,-90.951257,,
62347,310937009,265932,120.05,0.10,"2,282",983,39.870093,-91.088955,,
62348,4667990,0,1.80,0.00,170,70,40.187557,-91.367322,,
62349,114840001,463033,44.34,0.18,636,296,40.170391,-91.190106,,
62351,192016779,731329,74.14,0.28,"1,856",763,40.113608,-91.268867,,
62352,978774,0,0.38,0.00,271,118,39.564547,-90.650116,,
62353,484991183,426662,187.26,0.16,"5,637","1,772",39.967744,-90.756355,,
62354,95028359,20489240,36.69,7.91,"1,684",973,40.526341,-91.337591,,
62355,211682298,8528718,81.73,3.29,820,432,39.412245,-90.778624,,
62356,150794516,4688786,58.22,1.81,571,318,39.589680,-91.076672,,
62357,51914447,26388,20.04,0.01,245,107,39.688071,-90.867226,,
62358,111647005,2905758,43.11,1.12,752,350,40.587585,-91.253470,,
62359,10360074,7921,4.00,0.00,166,68,40.033879,-91.201455,,
62360,92627315,0,35.76,0.00,"1,656",685,39.816263,-91.263432,,
62361,155866887,1682364,60.18,0.65,539,322,39.480283,-90.645467,,
62362,982408,0,0.38,0.00,399,211,39.782328,-90.747127,,
62363,409308639,4744829,158.03,1.83,"6,353","2,842",39.590496,-90.769665,,
62365,72664377,50492,28.06,0.02,647,262,39.796403,-91.165124,,
62366,184499459,12503897,71.24,4.83,"1,408",716,39.472086,-90.901821,,
62367,295810327,20505,114.21,0.01,"1,345",623,40.299312,-90.874264,,
62370,163119087,8908254,62.98,3.44,520,301,39.517293,-91.007228,,
62373,93073756,363322,35.94,0.14,300,132,40.241878,-91.339323,,
62374,59541814,0,22.99,0.00,298,159,40.408924,-90.912064,,
62375,116151309,45384,44.85,0.02,369,194,40.006343,-90.868520,,
62376,195448214,10146176,75.46,3.92,"1,198",552,40.120548,-91.434891,,
62378,173703096,3667262,67.07,1.42,896,473,39.905859,-90.634784,,
62379,247286006,21851688,95.48,8.44,"2,049","1,005",40.283497,-91.403355,,
62380,109905689,385264,42.43,0.15,401,181,40.238230,-91.190901,,
62401,269775416,2394112,104.16,0.92,"19,096","8,564",39.118722,-88.562385,,
62410,97208089,1963823,37.53,0.76,985,426,38.538800,-87.733213,,
62411,222923786,370331,86.07,0.14,"4,430","1,832",39.071264,-88.733649,,
62413,81323649,87880,31.40,0.03,421,168,39.138799,-87.837748,,
62414,191322518,102244,73.87,0.04,"1,886",833,39.174413,-88.826356,,
62417,93659814,65854,36.16,0.03,"3,064","1,340",38.707439,-87.766379,,
62418,238915998,282306,92.25,0.11,"2,133",972,39.022253,-88.973917,,
62419,59823386,20591,23.10,0.01,410,186,38.610736,-87.989672,,
62420,318695616,483902,123.05,0.19,"4,759","2,219",39.287033,-87.998545,,
62421,137178261,0,52.96,0.00,778,329,38.753530,-87.943530,,
62422,103416593,0,39.93,0.00,"1,156",515,39.238796,-88.883247,,
62423,60006845,42605,23.17,0.02,724,324,39.462688,-87.579890,,
62424,223420841,93524,86.26,0.04,"2,092",768,38.991159,-88.420192,,
62425,108295456,148474,41.81,0.06,649,275,38.830094,-88.092198,,
62426,122687704,285053,47.37,0.11,"1,085",512,38.892302,-88.664028,,
62427,229992062,983384,88.80,0.38,"1,702",771,38.873128,-87.649865,,
62428,248608135,300804,95.99,0.12,"3,104","1,467",39.262654,-88.136713,,
62431,142505646,35462,55.02,0.01,"1,232",549,39.228170,-88.988744,,
62432,103053524,0,39.79,0.00,571,264,39.135472,-88.139824,,
62433,83327219,978085,32.17,0.38,998,470,39.106742,-87.715756,,
62434,69003184,111294,26.64,0.04,330,160,38.842186,-88.321609,,
62436,57828067,0,22.33,0.00,562,249,39.179864,-88.252556,,
62438,68505579,0,26.45,0.00,433,180,39.321114,-88.869227,,
62439,365041518,3578266,140.94,1.38,"7,536","3,814",38.744062,-87.639699,,
62440,99999598,0,38.61,0.00,"1,316",573,39.395491,-88.267884,,
62441,448794256,5083529,173.28,1.96,"7,395","3,493",39.397619,-87.697612,,
62442,365080732,1223359,140.96,0.47,"2,421","1,210",39.311623,-87.858380,,
62443,190205988,160820,73.44,0.06,"1,623",642,38.954328,-88.627068,,
62444,75304417,0,29.08,0.00,387,174,39.276544,-88.739300,,
62445,121860119,23784,47.05,0.01,907,383,39.169156,-88.321348,,
62446,155207498,271176,59.93,0.10,414,196,38.502952,-88.213291,,
62447,154874910,3720209,59.80,1.44,"3,404","1,579",39.314746,-88.448275,,
62448,528357652,8854042,204.00,3.42,"5,834","2,648",38.968356,-88.179181,,
62449,316719181,44061,122.29,0.02,"3,175","1,388",39.006223,-87.914352,,
62450,394225659,4588402,152.21,1.77,"12,218","5,747",38.713182,-88.089183,,
62451,161484978,2574679,62.35,0.99,"2,156","1,027",38.971177,-87.611121,,
62452,52219397,55955,20.16,0.02,400,183,38.589884,-88.015157,,
62454,318655627,947416,123.03,0.37,"11,467","4,905",38.999665,-87.755852,,
62458,147706702,392349,57.03,0.15,"2,228",956,39.024780,-88.851563,,
62459,2827359,0,1.09,0.00,243,123,38.930022,-88.027784,,
62460,119692997,1222676,46.21,0.47,"1,231",564,38.601727,-87.717505,,
62461,103654026,95648,40.02,0.04,854,359,39.196877,-88.683234,,
62462,104285321,19679,40.26,0.01,"1,149",408,39.236991,-88.460632,,
62463,120637036,0,46.58,0.00,"1,294",555,39.276648,-88.605375,,
62465,96122400,0,37.11,0.00,858,377,39.349390,-88.640463,,
62466,367913868,210982,142.05,0.08,"4,848","1,130",38.728411,-87.852631,,
62467,152594169,0,58.92,0.00,"3,741","1,335",39.131186,-88.435002,,
62468,183364704,6702,70.80,0.00,"2,564","1,132",39.276946,-88.270309,,
62469,60512536,58677,23.36,0.02,419,171,39.351236,-88.333827,,
62471,354575608,3901501,136.90,1.51,"10,233","4,027",38.946168,-89.130130,,
62473,57242549,20094,22.10,0.01,"1,422",533,39.021570,-88.567790,,
62474,93891687,34377,36.25,0.01,848,391,39.423611,-88.000675,,
62475,78326059,146529,30.24,0.06,387,160,38.889901,-88.046920,,
62476,194787598,228271,75.21,0.09,"1,734",853,38.535112,-88.006982,,
62477,163860360,2001006,63.27,0.77,946,460,39.233553,-87.643438,,
62478,76434985,124367,29.51,0.05,398,190,39.179972,-87.743616,,
62479,136911583,43817,52.86,0.02,820,342,39.037041,-88.306897,,
62480,147383279,239421,56.91,0.09,787,341,38.997392,-87.999575,,
62481,93300874,0,36.02,0.00,386,178,39.127228,-88.022012,,
62501,205344934,658419,79.28,0.25,"2,661","1,119",39.941961,-88.805357,,
62510,198323710,26118,76.57,0.01,"1,669",803,39.530665,-89.028916,,
62512,120520203,11015,46.53,0.00,500,210,40.147136,-89.209159,,
62513,180252008,0,69.60,0.00,"1,766",741,39.721984,-89.150811,,
62514,2889730,0,1.12,0.00,252,113,39.762441,-89.050691,,
62515,164494789,18269,63.51,0.01,961,412,39.860416,-89.378281,,
62517,319625,31153,0.12,0.01,226,101,39.591653,-89.425262,,
62518,65982023,0,25.48,0.00,457,203,40.054193,-89.191409,,
62519,3896441,0,1.50,0.00,94,44,39.928795,-89.395320,,
62520,56622374,0,21.86,0.00,"1,529",640,39.818055,-89.455965,,
62521,173319594,10259096,66.92,3.96,"35,851","16,791",39.817070,-88.926317,,
62522,65714810,651000,25.37,0.25,"16,630","7,395",39.827583,-89.047800,,
62523,1241689,0,0.48,0.00,"1,237",404,39.844096,-88.952216,,
62526,159627935,665085,61.63,0.26,"34,075","16,415",39.901937,-88.989475,,
62530,73275327,88961,28.29,0.03,"1,532",685,39.560286,-89.675123,,
62531,156330123,573024,60.36,0.22,"1,792",821,39.674378,-89.377560,,
62532,5382547,0,2.08,0.00,105,45,39.763355,-88.989322,,
62533,125412710,158546,48.42,0.06,973,460,39.446936,-89.615992,,
62534,153290568,5564297,59.19,2.15,"1,130",571,39.529684,-88.800594,,
62535,9600818,0,3.71,0.00,"3,534","1,370",39.924757,-88.969078,,
62536,17900735,161667,6.91,0.06,912,338,39.629076,-89.652328,,
62537,2350330,0,0.91,0.00,92,37,39.853267,-89.094760,,
62538,87995962,0,33.98,0.00,378,186,39.356412,-89.519915,,
62539,120566449,0,46.55,0.00,"1,358",574,39.866030,-89.251291,,
62540,5292372,545141,2.04,0.21,"1,492",686,39.583957,-89.417493,,
62541,1063302,0,0.41,0.00,57,29,39.965366,-89.355146,,
62543,53695109,0,20.73,0.00,540,243,39.971422,-89.152233,,
62544,177029131,0,68.35,0.00,"1,776",768,39.706412,-88.967840,,
62545,71869783,558864,27.75,0.22,"1,246",509,39.756717,-89.388304,,
62546,296502716,39876,114.48,0.02,"1,630",712,39.431455,-89.445923,,
62547,108460238,9017,41.88,0.00,804,354,39.770482,-89.242253,,
62548,229866137,65286,88.75,0.03,"2,258","1,035",39.981254,-89.283539,,
62549,20522229,31636,7.92,0.01,"6,269","2,503",39.771029,-88.867155,,
62550,229679958,51728,88.68,0.02,"2,869","1,238",39.617876,-88.989628,,
62551,69542898,150800,26.85,0.06,837,366,39.855375,-89.158927,,
62553,92589272,0,35.75,0.00,437,191,39.266267,-89.107186,,
62554,47739348,958204,18.43,0.37,"1,563",651,39.944478,-88.882262,,
62555,91879097,885885,35.47,0.34,540,226,39.462980,-89.210466,,
62556,55577407,19975,21.46,0.01,422,186,39.474974,-89.375213,,
62557,322751411,1301847,124.62,0.50,"7,607","3,878",39.396869,-89.104534,,
62558,239226530,8353897,92.37,3.23,"3,590","1,504",39.586712,-89.549853,,
62560,164689659,235954,63.59,0.09,"1,508",666,39.298631,-89.602818,,
62561,68811611,778702,26.57,0.30,"5,315","2,145",39.863895,-89.501913,,
62563,149143546,1252087,57.58,0.48,"5,686","2,210",39.719264,-89.496253,,
62565,315180748,9002877,121.69,3.48,"7,538","3,578",39.411777,-88.804095,,
62567,99847287,0,38.55,0.00,"1,154",495,39.645213,-89.189850,,
62568,326083921,5108177,125.90,1.97,"16,355","7,113",39.561004,-89.289158,,
62570,679264,52853,0.26,0.02,512,229,39.588581,-89.448004,,
62571,176974967,12853,68.33,0.00,"1,532",627,39.381008,-88.960225,,
62572,107886367,0,41.66,0.00,666,309,39.360937,-89.701524,,
62573,114735293,0,44.30,0.00,"1,513",647,39.945409,-89.074133,,
62601,116026425,2192,44.80,0.00,434,206,39.749094,-90.039255,,
62610,881097,0,0.34,0.00,199,93,39.558844,-90.434859,,
62611,191267437,3861350,73.85,1.49,"1,067",469,39.884116,-90.398178,,
62612,233048522,36723,89.98,0.01,"1,915",865,39.896048,-90.063158,,
62613,169335530,307181,65.38,0.12,"3,872","1,609",39.997432,-89.665941,,
62615,131639437,0,50.83,0.00,"5,748","2,262",39.585061,-89.757381,,
