ZCTA5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON,,
61251,46048338,0,17.78,0.00,347,148,41.730595,-90.075699,,
61252,152884361,2014374,59.03,0.78,"5,436","2,550",41.836910,-90.125373,,
61254,447722980,1976622,172.87,0.76,"11,414","4,956",41.467196,-90.149810,,
61256,3625940,1932248,1.40,0.75,"1,822",788,41.547833,-90.407493,,
61257,106224542,2754421,41.01,1.06,"1,210",542,41.593358,-90.221845,,
61258,888721,0,0.34,0.00,204,83,41.521564,-89.914010,,
61259,197948296,20800291,76.43,8.03,"1,276",533,41.392567,-90.954365,,
61260,151702058,36224,58.57,0.01,856,392,41.245974,-90.880521,,
61261,46463225,1177605,17.94,0.45,975,421,41.726285,-89.915460,,
61262,111451135,91391,43.03,0.04,"1,188",492,41.276069,-90.348286,,
61263,781595,0,0.30,0.00,530,218,41.258847,-90.604730,,
61264,185877568,8744621,71.77,3.38,"10,548","4,801",41.402220,-90.594859,,
61265,49105652,3689165,18.96,1.42,"45,099","20,647",41.482387,-90.493492,,
61270,392873921,582693,151.69,0.22,"7,306","3,182",41.826598,-89.963451,,
61272,233423587,13997367,90.13,5.40,"1,504",741,41.253608,-91.004598,,
61273,120845609,0,46.66,0.00,"3,316","1,341",41.362901,-90.398881,,
61274,63314499,0,24.45,0.00,351,145,41.368573,-90.276974,,
61275,86960956,3582050,33.58,1.38,"4,347","1,826",41.605575,-90.307048,,
61276,6052175,0,2.34,0.00,138,57,41.304077,-90.589916,,
61277,327900572,2439775,126.60,0.94,"3,355","1,490",41.613582,-89.930578,,
61278,2612254,0,1.01,0.00,412,184,41.582025,-90.336732,,
61279,110261813,0,42.57,0.00,"1,061",447,41.320528,-90.726796,,
61281,99705271,644645,38.50,0.25,"2,597","1,079",41.299780,-90.520144,,
61282,8648236,0,3.34,0.00,"7,809","3,674",41.495554,-90.412989,,
61283,214868237,0,82.96,0.00,"1,640",634,41.591859,-89.786563,,
61284,116847600,2165532,45.12,0.84,"2,292",963,41.394212,-90.751797,,
61285,102304042,1779912,39.50,0.69,"1,631",902,41.985776,-90.058320,,
61301,103080721,350768,39.80,0.14,"10,588","4,865",41.401095,-89.082214,,
61310,277542139,1024721,107.16,0.40,"3,970","1,757",41.701366,-89.356823,,
61311,40351054,0,15.58,0.00,232,107,41.037692,-88.860016,,
61312,90440323,29449,34.92,0.01,474,220,41.436355,-89.234905,,
61313,108824104,0,42.02,0.00,282,127,41.073694,-88.668671,,
61314,121041227,27988,46.73,0.01,807,382,41.296481,-89.678495,,
61315,3727743,171166,1.44,0.07,322,163,41.287804,-89.364517,,
61316,4100430,0,1.58,0.00,282,138,41.259082,-89.124987,,
61317,8460306,0,3.27,0.00,513,230,41.431454,-89.208916,,
61318,89617453,38199,34.60,0.01,700,314,41.711285,-89.078271,,
61319,128760830,964468,49.71,0.37,"1,293",576,41.018416,-88.742318,,
61320,2421214,0,0.93,0.00,710,314,41.354680,-89.170456,,
61321,72555582,0,28.01,0.00,282,132,40.969276,-88.973147,,
61322,10218988,2970649,3.95,1.15,"1,647",625,41.314132,-89.317590,,
61323,456242,0,0.18,0.00,111,46,41.433059,-89.396789,,
61324,503962,0,0.19,0.00,109,42,41.769914,-89.413892,,
61325,130783142,71412,50.50,0.03,"1,073",436,41.234953,-88.809633,,
61326,127753991,2160952,49.33,0.83,"2,452","1,091",41.245918,-89.231034,,
61327,88946083,4885858,34.34,1.89,"1,235",560,41.226711,-89.311467,,
61328,1261054,0,0.49,0.00,42,18,41.499544,-89.459257,,
61329,4621643,0,1.78,0.00,"1,303",590,41.375034,-89.180739,,
61330,199630077,30908,77.08,0.01,"1,483",625,41.536068,-89.267012,,
61331,71553,0,0.03,0.00,55,24,41.747703,-89.277542,,
61332,1318075,0,0.51,0.00,134,64,41.188769,-88.988778,,
61333,46243265,0,17.85,0.00,381,167,40.989245,-88.888154,,
61334,96152877,0,37.12,0.00,741,322,41.145113,-89.098451,,
61335,54046919,64606,20.87,0.02,532,299,41.165748,-89.218354,,
61336,101948398,2864726,39.36,1.11,628,277,41.112606,-89.231916,,
61337,17196274,0,6.64,0.00,478,187,41.436413,-89.328430,,
61338,1466626,0,0.57,0.00,284,129,41.458737,-89.676107,,
61340,1324492,0,0.51,0.00,292,124,41.261250,-89.250157,,
61341,235396309,10179754,90.89,3.93,"8,234","3,656",41.352042,-88.693281,,
61342,271994121,367546,105.02,0.14,"9,216","3,803",41.543343,-89.084270,,
61344,63377174,107090,24.47,0.04,374,171,41.411154,-89.839694,,
61345,127161993,219551,49.10,0.08,846,385,41.280245,-89.794395,,
61346,462232,0,0.18,0.00,75,44,41.511190,-89.718402,,
61348,98737225,1824290,38.12,0.70,"4,696","2,170",41.285723,-89.035197,,
61349,171132787,105347,66.07,0.04,977,446,41.544823,-89.442299,,
61350,398076249,13776445,153.70,5.32,"24,246","10,984",41.372048,-88.865134,,
61353,82394337,134509,31.81,0.05,"1,333",587,41.704316,-88.991053,,
61354,109686222,899101,42.35,0.35,"10,870","5,062",41.327928,-89.143248,,
61356,460184474,2145030,177.68,0.83,"11,281","5,272",41.394790,-89.433868,,
61358,64474197,0,24.89,0.00,478,221,40.978724,-89.044023,,
61359,2144660,38138,0.83,0.01,312,144,41.362452,-89.271459,,
61360,128697032,1032644,49.69,0.40,"3,393","1,364",41.328218,-88.600572,,
61361,220535221,702635,85.15,0.27,"1,409",664,41.413064,-89.756154,,
61362,64600476,745568,24.94,0.29,"5,911","2,616",41.358708,-89.233220,,
61363,1357892,0,0.52,0.00,220,118,41.254185,-89.182339,,
61364,375729148,386954,145.07,0.15,"20,133","9,159",41.128078,-88.841565,,
61367,120773898,395343,46.63,0.15,864,416,41.621412,-89.259488,,
61368,190433285,288449,73.53,0.11,"1,489",665,41.264642,-89.521296,,
61369,118839666,0,45.88,0.00,"1,711",767,40.984046,-89.155061,,
61370,135913810,108772,52.48,0.04,"1,460",624,41.199778,-89.038477,,
61372,667768,0,0.26,0.00,145,70,41.464900,-89.078018,,
61373,125652118,1153172,48.51,0.45,"2,031",891,41.407227,-88.995936,,
61374,7319803,0,2.83,0.00,119,50,41.547712,-89.358725,,
61375,124184396,915695,47.95,0.35,"1,156",773,41.033889,-89.244454,,
61376,250133736,176176,96.58,0.07,"2,280",979,41.545347,-89.613262,,
61377,141435016,95387,54.61,0.04,"1,457",658,41.061382,-89.034038,,
61378,153471786,304641,59.26,0.12,512,225,41.722671,-89.155402,,
61379,106990603,68110,41.31,0.03,"1,359",604,41.390795,-89.606980,,
61401,296371906,1299878,114.43,0.50,"34,788","15,516",40.944559,-90.385282,,
61410,106705358,24459,41.20,0.01,"3,912","1,713",40.796475,-90.396007,,
61411,98046488,42515,37.86,0.02,378,177,40.400982,-90.502128,,
61412,194419899,572,75.07,0.00,"1,321",625,41.078398,-90.579715,,
61413,82399988,110031,31.81,0.04,"1,075",497,41.190597,-90.368905,,
61414,131193921,0,50.65,0.00,854,375,41.124680,-90.155739,,
61415,290256757,1024225,112.07,0.40,"1,747",853,40.656310,-90.431270,,
61416,2283710,0,0.88,0.00,235,119,40.499397,-90.562897,,
61417,74422083,0,28.73,0.00,259,134,40.774174,-90.538320,,
61418,137908264,158471,53.25,0.06,673,326,40.850174,-90.862586,,
61419,1384627,0,0.53,0.00,128,65,41.199461,-90.117460,,
61420,184114849,28005,71.09,0.01,"1,067",565,40.547722,-90.866640,,
61421,245234078,209610,94.69,0.08,"1,392",599,41.187539,-89.647935,,
61422,102508503,34333,39.58,0.01,"3,416","1,573",40.551362,-90.532761,,
61423,127114388,0,49.08,0.00,682,296,40.886282,-90.501204,,
61424,1891796,0,0.73,0.00,100,43,41.076766,-89.634994,,
61425,80246325,3596890,30.98,1.39,483,378,40.759242,-91.040150,,
61426,8221384,0,3.17,0.00,107,40,41.119997,-89.706980,,
61427,151857292,4745102,58.63,1.83,"2,329","1,032",40.508521,-90.183878,,
61428,85170709,2369060,32.88,0.91,986,903,40.943829,-90.107135,,
61430,4486060,143756,1.73,0.06,828,362,40.939231,-90.311209,,
61431,86906297,323136,33.55,0.12,371,176,40.608009,-90.276497,,
61432,95348626,1016741,36.81,0.39,676,291,40.648385,-90.153167,,
61433,2747558,181420,1.06,0.07,74,25,40.554375,-90.168989,,
61434,204978638,16978,79.14,0.01,"3,312","1,593",41.183981,-90.038516,,
61435,25324079,0,9.78,0.00,116,57,40.975148,-90.544946,,
61436,158863064,40035,61.34,0.02,951,403,40.860149,-90.223174,,
61437,104237490,4946641,40.25,1.91,818,459,40.848791,-90.987759,,
61438,111140559,0,42.91,0.00,760,356,40.582743,-90.651654,,
61439,1757576,0,0.68,0.00,269,127,41.028419,-90.357059,,
61440,132203045,22904,51.04,0.01,766,368,40.305582,-90.598626,,
61441,158830565,61546,61.32,0.02,897,468,40.338564,-90.277187,,
61442,67510325,4536201,26.07,1.75,762,425,41.108865,-90.921684,,
61443,252605049,46642,97.53,0.02,"14,214","6,516",41.263671,-89.944897,,
61447,95753175,124270,36.97,0.05,924,407,40.867312,-90.753342,,
61448,109059820,0,42.11,0.00,"3,823","1,637",40.933620,-90.246813,,
61449,97500441,120259,37.65,0.05,512,239,41.091504,-89.979463,,
61450,216956854,11812,83.77,0.00,"1,742",834,40.578637,-90.979105,,
61451,59598810,273427,23.01,0.11,393,160,40.938697,-89.939478,,
61452,76048865,0,29.36,0.00,293,137,40.236190,-90.660628,,
61453,148137930,0,57.20,0.00,781,333,41.012203,-90.764134,,
61454,80492958,75004,31.08,0.03,725,329,40.681930,-91.039891,,
61455,442476552,1282117,170.84,0.50,"22,086","9,476",40.439873,-90.646505,,
61458,215184809,484514,83.08,0.19,822,395,40.782252,-90.183139,,
61459,90860329,401583,35.08,0.16,433,205,40.510245,-90.419565,,
61460,90441707,0,34.92,0.00,291,140,40.716661,-90.829174,,
61462,405163401,507678,156.43,0.20,"11,643","4,876",40.923249,-90.644346,,
61465,108235785,38567,41.79,0.01,"1,213",542,41.210673,-90.479667,,
61466,60617989,0,23.40,0.00,342,150,41.110013,-90.479663,,
61467,127971336,496007,49.41,0.19,"1,048",456,41.076367,-90.240813,,
61468,5046396,0,1.95,0.00,104,42,41.257745,-90.387780,,
61469,117989789,10978379,45.56,4.24,"2,184","1,197",40.955988,-90.908236,,
61470,57387642,0,22.16,0.00,547,232,40.603863,-90.504840,,
61471,837632,0,0.32,0.00,140,65,40.697480,-90.834837,,
61472,102461287,0,39.56,0.00,648,289,41.102149,-90.382867,,
61473,269011848,24804,103.87,0.01,"1,667",778,40.707687,-90.640428,,
61474,73510158,28306,28.38,0.01,292,153,40.736456,-90.380402,,
61475,76414056,0,29.50,0.00,205,92,40.597924,-90.753451,,
61476,105671869,51444,40.80,0.02,407,185,41.099146,-90.833940,,
61477,130085371,83793,50.23,0.03,631,301,40.495994,-90.310552,,
61478,94244030,0,36.39,0.00,290,128,40.757855,-90.760645,,
61479,31106764,0,12.01,0.00,165,68,41.004790,-89.644768,,
61480,164523840,22840,63.52,0.01,"1,324",594,40.727421,-90.913356,,
61482,143250506,424432,55.31,0.16,650,296,40.384239,-90.408345,,
61483,245598472,54476,94.83,0.02,"1,961",903,41.084830,-89.881372,,
61484,99341104,270697,38.36,0.10,825,387,40.295816,-90.435790,,
61485,112121811,1994075,43.29,0.77,560,296,41.021282,-90.102912,,
61486,111653222,62056,43.11,0.02,"1,552",668,41.195016,-90.577870,,
61488,66940833,0,25.85,0.00,"1,120",499,41.032239,-90.318320,,
61489,118242608,303358,45.65,0.12,900,418,40.930858,-90.033162,,
61490,101894497,31883,39.34,0.01,"1,091",498,41.185531,-90.258712,,
61491,258290370,626675,99.73,0.24,"2,197",992,41.054464,-89.730733,,
61501,201023658,7070601,77.62,2.73,"1,921",900,40.228366,-90.311915,,
61516,81897259,0,31.62,0.00,720,301,40.858083,-89.135201,,
61517,178564620,156336,68.94,0.06,"3,259","1,270",40.828366,-89.844868,,
61519,3075062,0,1.19,0.00,233,115,40.460070,-90.088956,,
61520,398100547,21870439,153.71,8.44,"17,839","7,348",40.539026,-90.023221,,
61523,138274182,5962231,53.39,2.30,"11,204","4,842",40.911929,-89.537770,,
61524,616779,0,0.24,0.00,262,121,40.491321,-90.034735,,
61525,81131483,0,31.33,0.00,"9,021","3,393",40.848480,-89.669078,,
61526,82677295,21098,31.92,0.01,"1,088",418,40.922901,-89.619957,,
61528,47369338,0,18.29,0.00,"2,668",998,40.778956,-89.722961,,
61529,165807156,893877,64.02,0.35,"2,880","1,210",40.782018,-89.937608,,
61530,161336095,169033,62.29,0.07,"6,713","2,507",40.714370,-89.260105,,
61531,145827438,1354109,56.30,0.52,"3,379","1,469",40.682505,-90.036794,,
61532,86187469,0,33.28,0.00,534,246,40.339487,-89.818789,,
61533,106180244,2178959,41.00,0.84,"2,427","1,039",40.586374,-89.842499,,
61534,142628033,0,55.07,0.00,"1,737",708,40.414441,-89.666079,,
61535,22491297,164207,8.68,0.06,"1,629",639,40.578709,-89.516102,,
61536,106341042,325089,41.06,0.13,"2,919","1,292",40.689425,-89.793782,,
61537,152917014,2894805,59.04,1.12,"2,974","1,357",41.119200,-89.471462,,
61539,2043925,519038,0.79,0.20,205,97,40.556403,-89.762073,,
61540,135115915,16467489,52.17,6.36,"2,916","1,299",41.014600,-89.366597,,
61541,425088,0,0.16,0.00,136,63,40.980378,-89.234952,,
61542,297641789,992692,114.92,0.38,"3,794","1,794",40.389729,-90.130236,,
61543,20224308,4399833,7.81,1.70,151,77,40.412512,-89.974552,,
61544,85056112,169064,32.84,0.07,713,330,40.693648,-90.235793,,
61545,78964743,0,30.49,0.00,646,279,40.870710,-89.353493,,
61546,262993557,17406684,101.54,6.72,"4,276","1,919",40.448338,-89.809589,,
61547,57910082,1462092,22.36,0.56,"3,779","1,467",40.580832,-89.720918,,
61548,196046104,10702238,75.69,4.13,"12,085","4,569",40.808363,-89.412699,,
61550,105928199,142004,40.90,0.05,"17,721","7,566",40.610249,-89.441854,,
61552,1379365,0,0.53,0.00,239,100,40.817632,-89.565655,,
61553,690658,0,0.27,0.00,213,102,40.625932,-90.032265,,
61554,181120412,1173921,69.93,0.45,"43,810","18,655",40.539343,-89.618320,,
61559,254261849,331294,98.17,0.13,"3,332","1,321",40.919018,-89.779203,,
61560,85783471,21266903,33.12,8.21,754,655,41.187262,-89.419790,,
61561,142794788,130433,55.13,0.05,"2,788","1,120",40.803036,-89.200895,,
61562,70325,0,0.03,0.00,46,25,40.880395,-89.501542,,
61563,902896,0,0.35,0.00,526,241,40.492024,-90.054216,,
61564,742194,0,0.29,0.00,"1,077",414,40.493466,-89.653494,,
61565,170596220,8750487,65.87,3.38,"1,504",653,41.038714,-89.505036,,
61567,95567764,0,36.90,0.00,624,330,40.358139,-89.896566,,
61568,174108319,222312,67.22,0.09,"4,459","1,724",40.511627,-89.482220,,
61569,102079428,872339,39.41,0.34,"1,220",519,40.683232,-89.900619,,
61570,172425705,12698739,66.57,4.90,"1,879",775,40.921072,-89.325733,,
61571,147157075,31210,56.82,0.01,"23,744","9,799",40.704146,-89.417889,,
61572,92282267,358366,35.63,0.14,"1,068",477,40.803170,-90.044472,,
61602,3943497,535903,1.52,0.21,"1,055",665,40.674568,-89.608587,,
61603,11117130,148321,4.29,0.06,"17,600","7,731",40.712882,-89.576722,,
61604,40892671,0,15.79,0.00,"31,647","14,343",40.705729,-89.653624,,
61605,10769613,0,4.16,0.00,"16,303","7,105",40.676541,-89.633346,,
61606,3450145,0,1.33,0.00,"8,051","2,998",40.699807,-89.611514,,
61607,82986199,2576389,32.04,0.99,"10,941","4,665",40.627135,-89.685132,,
61610,10879378,946022,4.20,0.37,"5,476","2,423",40.642116,-89.599560,,
61611,105906094,24048974,40.89,9.29,"25,268","11,239",40.713236,-89.535815,,
61614,31250722,236645,12.07,0.09,"27,628","13,929",40.759136,-89.604123,,
61615,81906221,35245,31.62,0.01,"22,432","10,534",40.737893,-89.686781,,
61616,6562244,334918,2.53,0.13,"6,116","3,058",40.746726,-89.571641,,
61625,36486,0,0.01,0.00,385,5,40.697618,-89.612699,,
61701,29243079,0,11.29,0.00,"36,105","17,557",40.476771,-88.992995,,
61704,47816811,24508,18.46,0.01,"35,981","15,047",40.471127,-88.944538,,
61705,226415209,197933,87.42,0.08,"12,263","4,708",40.413575,-88.897098,,
61720,72676088,0,28.06,0.00,236,120,40.554670,-88.514468,,
61721,92019561,27046,35.53,0.01,613,264,40.350757,-89.323483,,
61722,131272893,13803,50.68,0.01,549,226,40.418661,-88.632370,,
61723,168157038,132279,64.93,0.05,"2,321","1,032",40.264664,-89.276542,,
61724,99107265,1397,38.27,0.00,536,247,40.329508,-88.530877,,
61725,124659385,107279,48.13,0.04,"1,547",608,40.610446,-89.122717,,
61726,236625063,569780,91.36,0.22,"2,544","1,122",40.738395,-88.692315,,
61727,319222878,4194448,123.25,1.62,"10,015","4,585",40.142419,-88.961160,,
61728,169854695,54860,65.58,0.02,"1,410",599,40.571735,-88.627336,,
61729,48713452,81781,18.81,0.03,"1,073",399,40.628647,-89.221289,,
61730,75613335,0,29.19,0.00,379,171,40.532486,-88.729413,,
61731,57619398,0,22.25,0.00,280,108,40.613947,-88.485525,,
61732,144320349,132771,55.72,0.05,"2,096",827,40.529527,-89.208590,,
61733,55691090,66084,21.50,0.03,"1,124",469,40.618858,-89.336899,,
61734,214513571,52147,82.82,0.02,"2,867","1,214",40.375995,-89.512608,,
61735,81161749,8165534,31.34,3.15,420,199,40.200638,-88.814798,,
61736,95278636,85647,36.79,0.03,"1,808",657,40.402310,-88.840561,,
61737,88319735,35130,34.10,0.01,516,233,40.464516,-88.745295,,
61738,206924740,141337,79.89,0.05,"4,212","1,670",40.744984,-89.029986,,
61739,253032602,752964,97.70,0.29,"4,897","2,021",40.732942,-88.520725,,
61740,191027962,0,73.76,0.00,"1,634",720,40.884263,-88.861634,,
61741,144768657,0,55.90,0.00,"1,746",689,40.759435,-88.404270,,
61742,16368594,37116,6.32,0.01,"1,144",423,40.635557,-89.270049,,
61743,39148869,0,15.12,0.00,212,95,40.875664,-88.781679,,
61744,202578667,0,78.22,0.00,"2,031",830,40.739971,-88.887112,,
61745,203455111,354022,78.55,0.14,"4,408","1,655",40.326135,-88.970354,,
61747,71973394,29752,27.79,0.01,"1,560",669,40.416219,-89.435480,,
61748,102212318,5531080,39.46,2.14,"2,782","1,175",40.619486,-88.991155,,
61749,84201070,34047,32.51,0.01,556,279,40.092849,-89.116222,,
61750,3089792,0,1.19,0.00,133,62,40.123545,-88.859650,,
61751,4303557,0,1.66,0.00,124,57,40.214556,-89.299252,,
61752,216362299,794132,83.54,0.31,"4,339","1,812",40.339682,-88.754301,,
61753,220328073,157910,85.07,0.06,"3,012","1,263",40.629725,-88.788001,,
61754,174874824,54201,67.52,0.02,"1,261",520,40.333728,-89.181830,,
61755,127047472,551660,49.05,0.21,"4,669","1,774",40.528022,-89.337173,,
61756,213580146,0,82.46,0.00,"2,337",983,40.031242,-88.973447,,
61759,87990143,32045,33.97,0.01,"1,534",659,40.437333,-89.334895,,
61760,189275321,131074,73.08,0.05,"2,544","1,108",40.879243,-89.021795,,
61761,110251111,160794,42.57,0.06,"52,879","18,982",40.529083,-88.958937,,
61764,422653342,1329799,163.19,0.51,"14,460","5,725",40.882442,-88.628136,,
61769,98182789,0,37.91,0.00,619,258,40.882009,-88.399364,,
61770,161414408,137476,62.32,0.05,"1,108",503,40.442966,-88.525267,,
61771,59588346,51440,23.01,0.02,860,349,40.702016,-89.131374,,
61772,72163663,0,27.86,0.00,351,156,40.381256,-89.065969,,
61773,112647583,274741,43.49,0.11,477,225,40.571620,-88.383439,,
61774,111699896,0,43.13,0.00,962,410,40.430678,-89.203945,,
61775,89741480,83333,34.65,0.03,307,120,40.653696,-88.375962,,
61776,113777770,396706,43.93,0.15,"1,409",594,40.566516,-88.874490,,
61777,104212314,34688,40.24,0.01,952,418,40.244063,-88.945663,,
61778,78187708,0,30.19,0.00,683,313,40.232881,-89.091171,,
61801,13861667,70059,5.35,0.03,"30,937","13,868",40.108966,-88.211024,,
61802,214640288,247466,82.87,0.10,"19,052","9,223",40.131498,-88.156770,,
61810,53432081,0,20.63,0.00,361,154,39.916122,-87.914791,,
61811,73419327,0,28.35,0.00,703,296,40.292742,-87.622848,,
61812,69086175,0,26.67,0.00,375,172,40.226685,-87.911218,,
61813,168843285,12023,65.19,0.00,"1,971",833,39.910750,-88.565701,,
61814,55782913,0,21.54,0.00,"1,157",482,40.230607,-87.572471,,
61815,758355,0,0.29,0.00,228,105,40.110752,-88.376547,,
61816,74437586,0,28.74,0.00,509,215,39.922809,-88.001216,,
61817,72222042,197258,27.89,0.08,"2,583","1,099",40.035275,-87.716284,,
61818,106729800,10889,41.21,0.00,"1,665",693,39.886708,-88.716505,,
61820,16927476,797,6.54,0.00,"36,964","14,760",40.107890,-88.244266,,
61821,19541881,54136,7.55,0.02,"30,174","13,784",40.109646,-88.274903,,
61822,281768478,167443,108.79,0.06,"21,608","9,423",40.136481,-88.305307,,
61830,98607931,95462,38.07,0.04,478,224,40.033078,-88.716508,,
61831,30081623,0,11.61,0.00,157,72,40.225090,-87.792070,,
61832,67130134,2965801,25.92,1.15,"37,290","17,511",40.136234,-87.636466,,
61833,4037123,29096,1.56,0.01,"2,124","1,018",40.099747,-87.644220,,
61834,277929993,1443258,107.31,0.56,"8,454","2,809",40.152546,-87.673298,,
61839,86254118,0,33.30,0.00,586,272,40.137717,-88.629166,,
61840,86469339,208822,33.39,0.08,709,289,40.298873,-88.300263,,
61841,149778579,801671,57.83,0.31,"1,386",590,40.020594,-87.816871,,
61842,257724908,2782026,99.51,1.07,"2,984","1,312",40.238677,-88.665395,,
61843,98373650,405882,37.98,0.16,"2,363",956,40.314162,-88.375163,,
61844,150290571,19113,58.03,0.01,970,426,40.141080,-87.868799,,
61845,78019106,390626,30.12,0.15,364,174,40.373621,-88.396814,,
61846,113269162,232180,43.73,0.09,"5,101","2,228",39.977252,-87.607538,,
61847,80641593,54985,31.14,0.02,"1,256",507,40.319307,-88.011235,,
61848,2003491,0,0.77,0.00,227,95,40.308060,-87.702771,,
61849,148896166,574712,57.49,0.22,"1,842",784,40.014226,-87.967370,,
61850,89158703,123199,34.42,0.05,671,284,39.931734,-87.739797,,
61851,88467998,0,34.16,0.00,436,219,39.960819,-88.434724,,
61852,51003038,0,19.69,0.00,261,111,39.903152,-88.075799,,
61853,125403933,1011779,48.42,0.39,"13,206","5,142",40.214956,-88.421171,,
61854,138949661,125434,53.65,0.05,"1,438",628,40.199872,-88.529328,,
61855,26399907,0,10.19,0.00,96,52,39.922139,-88.660929,,
61856,270110150,285405,104.29,0.11,"7,433","3,226",40.026696,-88.580103,,
61857,619767,0,0.24,0.00,153,74,40.116554,-87.842280,,
61858,74563377,1554296,28.79,0.60,"3,124","1,377",40.134258,-87.761876,,
61859,81156728,33010,31.33,0.01,"1,297",510,40.150428,-87.962905,,
61862,104362020,212279,40.29,0.08,510,213,40.306027,-87.958606,,
61863,84235905,80662,32.52,0.03,814,355,39.905255,-88.278472,,
61864,59010108,52474,22.78,0.02,"1,715",654,39.975065,-88.152723,,
61865,199542732,51984,77.04,0.02,"1,391",592,40.304925,-87.802464,,
61866,207847661,287583,80.25,0.11,"14,048","6,542",40.312587,-88.154549,,
61870,107055364,0,41.33,0.00,"1,327",600,39.897549,-87.618389,,
61871,900562,0,0.35,0.00,284,129,40.190222,-87.968042,,
61872,85050217,173063,32.84,0.07,760,321,39.945376,-88.378109,,
61873,174220980,799024,67.27,0.31,"6,250","2,398",40.133896,-88.039122,,
61874,10779441,49098,4.16,0.02,"7,114","3,355",40.045756,-88.259444,,
61875,82295621,3293,31.77,0.00,761,309,40.103485,-88.416420,,
61876,112624454,1085,43.48,0.00,800,333,39.902767,-87.839529,,
61877,72984498,271809,28.18,0.10,"1,627",666,39.989192,-88.081601,,
61878,71952521,56090,27.78,0.02,"1,433",682,40.242651,-88.145454,,
61880,156928345,142360,60.59,0.05,"4,183","1,711",39.973795,-88.248906,,
61882,97958852,4419861,37.82,1.71,713,308,40.106230,-88.754729,,
61883,55137961,0,21.29,0.00,"4,438","2,057",40.037393,-87.641523,,
61884,66256549,146033,25.58,0.06,"1,244",501,40.089160,-88.477814,,
61910,268502741,336017,103.67,0.13,"4,463","1,617",39.675509,-88.299912,,
61911,163016154,43701,62.94,0.02,"4,860","1,715",39.700938,-88.469322,,
61912,131375803,209213,50.72,0.08,"1,344",592,39.521951,-88.039710,,
61913,107992340,0,41.70,0.00,"1,684",768,39.827555,-88.466090,,
61914,153447115,1456676,59.25,0.56,"1,920",828,39.630343,-88.762449,,
61917,164873497,0,63.66,0.00,591,281,39.714200,-87.897725,,
61919,56766760,118599,21.92,0.05,813,367,39.784439,-88.137770,,
61920,387612577,2331997,149.66,0.90,"25,594","10,220",39.512040,-88.154193,,
61924,375365038,106435,144.93,0.04,"2,449","1,164",39.786199,-87.663216,,
61925,108193424,12677,41.77,0.00,912,368,39.719105,-88.840528,,
61928,93124138,681499,35.96,0.26,757,362,39.451216,-88.501263,,
61929,105033754,1727,40.55,0.00,769,359,39.824789,-88.625797,,
61930,80785226,0,31.19,0.00,515,239,39.680887,-88.130478,,
61931,82524363,59371,31.86,0.02,"1,255",498,39.586339,-88.349775,,
61932,55931575,0,21.60,0.00,456,238,39.803595,-87.879047,,
61933,155110234,87033,59.89,0.03,"1,141",547,39.546695,-87.926758,,
61936,5812751,0,2.24,0.00,243,112,39.801351,-88.730259,,
61937,243872212,42339,94.16,0.02,"2,022",901,39.741355,-88.654821,,
61938,322883444,932599,124.67,0.36,"22,409","10,616",39.484141,-88.374771,,
61940,72792788,0,28.11,0.00,258,129,39.807702,-87.818525,,
61941,3541164,0,1.37,0.00,57,44,39.804067,-88.072940,,
61942,183442835,196117,70.83,0.08,"1,202",579,39.814412,-88.003205,,
61943,201180223,391228,77.68,0.15,"1,637",780,39.673103,-88.030850,,
61944,686313176,1421835,264.99,0.55,"12,908","6,079",39.600845,-87.700643,,
61949,7357388,0,2.84,0.00,179,88,39.633642,-87.873648,,
61951,349319129,20598960,134.87,7.95,"8,017","3,476",39.595754,-88.590280,,
61953,312417390,577804,120.63,0.22,"6,216","2,796",39.803409,-88.291339,,
61955,645288,0,0.25,0.00,157,78,39.582172,-87.591665,,
61956,87589997,68518,33.82,0.03,"2,909","1,281",39.858190,-88.135009,,
61957,213371879,7748581,82.38,2.99,"1,869",856,39.440561,-88.615209,,
62001,132747831,848728,51.25,0.33,"1,752",691,38.881403,-89.745001,,
62002,108835425,5466405,42.02,2.11,"32,704","15,397",38.939532,-90.124504,,
62006,76055762,20586053,29.37,7.95,648,329,39.053054,-90.669715,,
62009,9756320,9550,3.77,0.00,"1,810",872,39.091549,-89.798118,,
62010,57233665,666341,22.10,0.26,"11,186","4,881",38.921117,-90.045305,,
62011,74150241,0,28.63,0.00,284,135,39.126511,-89.216001,,
62012,154163183,1160816,59.52,0.45,"6,654","2,669",39.044749,-90.148200,,
62013,64018383,14407920,24.72,5.56,552,330,38.956412,-90.573646,,
62014,153781561,697328,59.38,0.27,"4,122","1,680",39.043376,-89.951132,,
62015,86364357,2117148,33.35,0.82,487,240,39.221451,-89.544038,,
62016,343647308,232508,132.68,0.09,"3,816","1,775",39.295025,-90.431768,,
62017,82081173,2795372,31.69,1.08,"1,185",588,39.065099,-89.368619,,
62018,8216988,63121,3.17,0.02,"3,604","1,469",38.907779,-90.081320,,
62019,70349778,1470553,27.16,0.57,490,234,39.017263,-89.442402,,
62021,51887369,722175,20.03,0.28,936,417,38.984867,-89.971728,,
62022,48579866,30839,18.76,0.01,"1,138",453,39.003162,-90.326185,,
